iter	R2	RMSE
220	0.06386218653	3.103067558
221	0.06400700174	3.102827535
222	0.06407321324	3.102717787
223	0.06417797884	3.102544127
224	0.06445560054	3.102083891
225	0.06456681088	3.101899509
226	0.0647831981	3.101540718
227	0.06497176008	3.10122803
228	0.06511770691	3.100985988
229	0.0653668384	3.100572779
230	0.0654890196	3.100370109
231	0.06562220249	3.100149175
232	0.06571379723	3.099997221
233	0.06607511605	3.099397728
234	0.06620415091	3.099183608
235	0.06635093694	3.098940014
236	0.06642930106	3.098809959
237	0.06670032787	3.098360116
238	0.06682668931	3.098150362
239	0.06692320286	3.097990144
240	0.06705210663	3.097776144
241	0.06718322209	3.097558458
242	0.0672628166	3.097426302
243	0.06742324766	3.097159912
244	0.06758694842	3.096888068
245	0.06770739533	3.096688037
246	0.06783911555	3.09646927
247	0.06802267091	3.096164386
248	0.06818502703	3.095894689
249	0.06839977828	3.09553792
250	0.06848698572	3.095393029
